security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
TENB,Computer and Technology,Internet - Software,26,15,3,57885.0,123795.0,141979.5,143797.95,143979.8,143997.98,0.0,15__0
TER,Computer and Technology,Electronics - Miscellaneous Products,880,30,2,27475.2,78012.0,609024.48,1126975.85,1178770.98,1183950.5,0.0,30__0
TERN,Medical,Medical - Biomedical and Genetics,136,20,2,16068.0,26570.25,29588.25,29958.83,29995.88,29999.59,0.0,20__0
TEVA,Medical,Medical - Generic Drugs,1087,30,2,45345.4,174140.0,1625820.0,1766961.42,1776496.54,1777450.05,1.0,30__1
TEX,Industrial Products,Manufacturing - Construction and Mining,27,15,3,58347.0,152188.0,181718.8,184671.88,184967.19,184996.72,0.0,15__0
TFC,Finance,Banks - Major Regional,873,30,2,32322.0,83334.24,299541.12,677846.11,715676.61,719459.66,2.0,30__2
TFII,Transportation,Transportation - Services,29,15,3,10525.2,32115.6,39418.56,40148.86,40221.89,40229.19,0.0,15__0
TFIN,Finance,Financial - Miscellaneous Services,5,5,3,46100.0,54020.0,55802.0,55980.2,55998.02,55999.8,1.0,5__1
TFX,Medical,Medical - Instruments,22,15,3,18320.0,37422.2,41992.22,42449.22,42494.92,42499.49,0.0,15__0
TGI,Aerospace,Aerospace - Defense Equipment,11,10,3,7215.0,7827.0,7964.7,7978.47,7979.85,7979.98,0.0,10__0
TGLS,Retail-Wholesale,Building Products - Retail,13,10,3,46404.0,59968.8,63020.88,63326.09,63356.61,63359.66,0.0,10__0
TGNA,Consumer Discretionary,Broadcast Radio and Television,6,10,3,6826.5,7534.9,7694.29,7710.23,7711.82,7711.98,0.0,10__0
TGS,Oils-Energy,Oil and Gas - Production and Pipelines,4,5,3,85500.0,89100.0,89910.0,89991.0,89999.1,89999.91,1.0,5__1
TGT,Retail-Wholesale,Retail - Discount Stores,18786,45,1,22000.0,58828.8,329510.67,724406.39,1146481.46,1216423.65,1.0,45__1
TGTX,Medical,Medical - Biomedical and Genetics,1732,30,2,17500.0,31845.0,78874.1,186824.5,203182.45,204818.24,2.0,30__2
TH,Consumer Discretionary,Leisure and Recreation Services,24,15,3,14762.0,20675.5,22155.55,22303.56,22318.36,22319.84,0.0,15__0
THC,Medical,Medical - Hospital,1686,30,2,26277.5,59872.5,171157.5,272111.5,290461.15,292296.12,2.0,30__2
THFF,Finance,Banks - Midwest,1,0,3,3304.0,3304.0,3304.0,3304.0,3304.0,3304.0,2.0,0__2
THO,Construction,Building Products - Mobile Homes and RV Builders,291,25,2,28360.0,176680.0,440210.8,462521.08,464752.11,464975.21,0.0,25__0
THR,Computer and Technology,Instruments - Control,1,0,3,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,2.0,0__2
THRM,Auto-Tires-Trucks,Automotive - Original Equipment,1,0,3,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0,2.0,0__2
THRY,Computer and Technology,Internet - Software,5,5,3,10986.0,11173.2,11215.32,11219.53,11219.95,11220.0,0.0,5__0
THS,Consumer Staples,Food - Miscellaneous,20,15,3,68750.0,353750.0,417875.0,424287.5,424928.75,424992.87,1.0,15__1
THTX,Medical,Medical - Biomedical and Genetics,4,5,3,5523.75,5664.75,5696.48,5699.65,5699.96,5700.0,0.0,5__0
TIGO,Computer and Technology,Wireless Non-US ,4,5,3,6419.5,6619.9,6664.99,6669.5,6669.95,6669.99,0.0,5__0
TIGR,Finance,Financial - Investment Bank,4794,35,2,26956.15,69569.25,112291.14,148995.0,167208.3,169029.63,0.0,35__0
TILE,Consumer Discretionary,Textile - Home Furnishing,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
TIPT,Finance,Insurance - Brokerage,40,15,3,27039.75,30517.25,30771.73,30797.17,30799.72,30799.97,0.0,15__0
TITN,Retail-Wholesale,Automotive - Retail and Whole Sales,12,10,3,17659.5,20259.9,20844.99,20903.5,20909.35,20909.93,0.0,10__0
TIXT,Computer and Technology,Internet - Software,1,0,3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0__0
TJX,Retail-Wholesale,Retail - Discount Stores,1895,35,2,28644.0,84234.0,209804.2,648670.03,735187.0,743838.7,0.0,35__0
TKC,Computer and Technology,Wireless Non-US ,1,0,3,8466.0,8466.0,8466.0,8466.0,8466.0,8466.0,0.0,0__0
TKO,Consumer Discretionary,Film and Television Production and Distribution,2011,35,2,30262.0,206084.0,962139.92,1592321.08,1689232.11,1698923.21,2.0,35__2
TKR,Computer and Technology,Electronics - Miscellaneous Products,40,15,3,15808.5,120328.8,147032.88,149703.29,149970.33,149997.03,0.0,15__0
TLN,Oils-Energy,Alternative Energy - Other,4032,35,2,34844.5,169367.6,661769.61,900918.54,945091.85,949509.19,1.0,35__1
TLRY,Medical,Medical - Products,271,25,2,10985.5,21659.1,24762.27,25515.33,25590.63,25598.16,0.0,25__0
TLS,Computer and Technology,Computers - IT Services,1,0,3,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,2.0,0__2
TM,Auto-Tires-Trucks,Automotive - Foreign,372,25,2,18825.0,42949.0,185315.83,227122.78,231303.48,231721.55,0.0,25__0
TMC,Basic Materials,Mining - Miscellaneous,252,25,2,20365.2,52924.5,63534.14,63953.41,63995.34,63999.53,0.0,25__0
TMDX,Medical,Medical - Instruments,2652,35,2,22654.0,79820.1,498334.5,824094.0,838409.4,839840.94,0.0,35__0
TME,Consumer Discretionary,Media Conglomerates,181,25,2,30150.0,104980.0,159740.0,159740.0,159740.0,159740.0,0.0,25__0
TMHC,Construction,Building Products - Home Builders,10,10,3,7953.0,9270.6,9567.06,9596.71,9599.67,9599.97,0.0,10__0
TMO,Medical,Medical - Instruments,3837,35,2,22142.8,70400.0,327306.61,742691.91,866269.19,878626.92,0.0,35__0
TMP,Finance,Banks - Northeast,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
TMUS,Computer and Technology,Wireless National,3923,35,2,22640.4,66912.0,236781.47,1326636.53,1834001.15,1884737.62,2.0,35__2
TNDM,Medical,Medical - Instruments,82,20,2,61766.25,276850.0,360685.0,369068.5,369906.85,369990.68,3.0,20__3
TNET,Business Services,Outsourcing,45,15,3,12600.0,43320.0,52032.0,52903.2,52990.32,52999.03,0.0,15__0
TNGX,Medical,Medical - Biomedical and Genetics,7,10,3,14100.0,17220.0,17922.0,17992.2,17999.22,17999.92,0.0,10__0
TNK,Transportation,Transportation - Shipping,103,20,2,20900.0,53284.56,74186.64,76268.66,76476.87,76497.69,0.0,20__0
TNL,Consumer Discretionary,Leisure and Recreation Services,26,15,3,33975.0,34068.75,34096.88,34099.69,34099.97,34100.0,0.0,15__0
TNYA,Medical,Medical - Biomedical and Genetics,9,10,3,10247.0,11829.4,12185.44,12221.04,12224.6,12224.96,0.0,10__0
TOL,Construction,Building Products - Home Builders,1356,30,2,21165.0,49715.0,191119.57,225120.93,228333.09,228654.31,2.0,30__2
TOST,Computer and Technology,Internet - Software,1859,35,2,23004.0,48340.0,91366.4,173037.8,182903.78,183890.38,0.0,35__0
TPB,Consumer Staples,Tobacco,36,15,3,41260.0,77912.75,90208.78,91438.38,91561.34,91573.63,0.0,15__0
TPC,Construction,Building Products - Heavy Construction,28,15,3,10260.5,11605.86,11917.39,11948.54,11951.65,11951.97,0.0,15__0
TPG,Finance,Financial - Investment Management,35,15,3,28707.0,36489.8,38640.98,38856.1,38877.61,38879.76,0.0,15__0
TPH,Construction,Building Products - Home Builders,2,5,3,4112.0,4150.4,4159.04,4159.9,4159.99,4160.0,0.0,5__0
TPIC,Industrial Products,Industrial Services,3,5,3,32004.0,34400.8,34940.08,34994.01,34999.4,34999.94,3.0,5__3
TPL,Oils-Energy,Alternative Energy - Other,1326,30,2,21575.0,52365.0,110835.0,124380.88,124983.09,125043.31,2.0,30__2
TPR,Retail-Wholesale,Retail - Apparel and Shoes,1179,30,2,67144.0,356940.0,1341689.2,1601582.2,1621668.22,1623676.82,1.0,30__1
TPST,Medical,Medical - Drugs,2,5,3,7431.5,7606.3,7645.63,7649.56,7649.96,7650.0,0.0,5__0
TR,Consumer Staples,Food - Confectionery,1,0,3,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,2.0,0__2
TRAW,Medical,Medical - Drugs,24,15,3,23480.0,35888.0,38868.8,39166.88,39196.69,39199.67,0.0,15__0
TRDA,Medical,Medical - Biomedical and Genetics,7,10,3,5739.2,6040.64,6108.46,6115.25,6115.92,6115.99,0.0,10__0
TREE,Finance,Financial - Mortgage & Related Services,140,20,2,30264.0,55807.5,73121.64,75028.16,75218.82,75237.88,0.0,20__0
TREX,Construction,Building Products - Wood,199,25,2,15130.0,32262.66,86710.83,98671.08,99867.11,99986.71,0.0,25__0
TRGP,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,382,25,2,27472.5,136170.53,491903.22,604511.92,615772.79,616898.88,0.0,25__0
TRI,Business Services,Business - Services,17,10,3,27241.6,35848.32,37784.83,37978.48,37997.85,37999.78,0.0,10__0
TRIB,Medical,Medical - Products,1,0,3,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,2.0,0__2
TRIP,Retail-Wholesale,Internet - Commerce,176,20,2,21491.25,46027.5,156226.87,164460.19,165283.52,165365.85,0.0,20__0
TRMB,Industrial Products,Manufacturing - General Industrial ,190,25,2,54379.4,208723.2,332602.14,356882.21,359310.22,359553.02,2.0,25__2
TRMD,Transportation,Transportation - Shipping,65,20,2,31018.0,62257.32,75469.03,76790.2,76922.32,76935.53,0.0,20__0
TRMK,Finance,Banks - Southeast,1,0,3,6510.0,6510.0,6510.0,6510.0,6510.0,6510.0,2.0,0__2
TRML,Medical,Medical - Drugs,1,0,3,7560.0,7560.0,7560.0,7560.0,7560.0,7560.0,2.0,0__2
TRN,Transportation,Transportation - Equipment and Leasing,1,0,3,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,0.0,0__0
TRNS,Computer and Technology,Instruments - Control,1,0,3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0__0
TROW,Finance,Financial - Investment Management,278,25,2,71560.0,351791.25,639779.6,700907.96,707020.8,707632.08,2.0,25__2
TROX,Basic Materials,Chemical - Diversified ,4,5,3,22416.0,22723.2,22792.32,22799.23,22799.92,22799.99,3.0,5__3
TRP,Oils-Energy,Alternative Energy - Other,18,15,3,38031.4,49425.48,51989.15,52245.51,52271.15,52273.72,0.0,15__0
TRS,Industrial Products,Metal Products - Procurement and Fabrication,5,5,3,5376.0,5635.2,5693.52,5699.35,5699.94,5699.99,0.0,5__0
TRU,Business Services,Business - Information Services,401,25,2,21420.0,87500.0,310500.0,348300.0,352080.0,352458.0,0.0,25__0
TRUE,Computer and Technology,Internet - Services,1,0,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.0,0__2
TRUP,Finance,Insurance - Accident and Health,137,20,2,30624.0,80260.0,206368.0,223136.8,224813.68,224981.37,0.0,20__0
TRV,Finance,Insurance - Property and Casualty,310,25,2,17154.0,53968.9,144482.0,172848.2,175684.82,175968.48,0.0,25__0
TRVG,Computer and Technology,Internet - Services,1,0,3,3990.0,3990.0,3990.0,3990.0,3990.0,3990.0,2.0,0__2
TRVI,Medical,Medical - Biomedical and Genetics,56,15,3,23509.25,60400.0,96040.0,99604.0,99960.4,99996.04,0.0,15__0
TS,Industrial Products,Steel - Pipe and Tube,17,10,3,18842.0,32736.4,35862.64,36175.26,36206.53,36209.65,0.0,10__0
TSAT,Computer and Technology,Satellite and Communication,21,15,3,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,0.0,15__0
TSCO,Retail-Wholesale,Retail - Miscellaneous,495,25,2,22008.0,73719.34,255102.0,262660.2,263416.02,263491.6,0.0,25__0
TSEM,Computer and Technology,Electronics - Semiconductors,269,25,2,37341.0,150648.0,428978.45,481647.84,486914.78,487441.48,0.0,25__0
TSHA,Medical,Medical - Generic Drugs,1,0,3,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,2.0,0__2
TSLA,Computer and Technology,Internet - Software and Services,3525086,65,1,30100.0,80845.75,302083.27,1562199.18,7394626.25,22176630.43,0.0,65__0
TSM,Computer and Technology,Semiconductor - Circuit Foundry,90358,50,1,29947.25,91585.75,429286.0,1220862.94,2109278.62,2136927.86,1.0,50__1
TSN,Consumer Staples,Food - Meat Products,259,25,2,17500.0,27787.2,33387.5,34838.75,34983.88,34998.39,0.0,25__0
TSQ,Consumer Discretionary,Broadcast Radio and Television,2,5,3,8612.5,8722.5,8747.25,8749.73,8749.97,8750.0,0.0,5__0
TSSI,Construction,Engineering - R and D Services,172,20,2,17538.0,25919.3,26791.07,26930.51,26944.45,26945.85,0.0,20__0
TT,Construction,Building Products - Air Conditioner and Heating,601,30,2,22500.0,145555.0,323000.0,397250.0,404675.0,405417.5,2.0,30__2
TTAN,Computer and Technology,Internet - Software,1203,30,2,15810.9,55625.6,294278.8,406934.8,415804.48,416691.45,2.0,30__2
TTC,Consumer Discretionary,Tools - Handheld,54,15,3,23494.5,46901.0,65170.1,66997.01,67179.7,67197.97,0.0,15__0
TTD,Computer and Technology,Internet - Services,12573,40,2,24600.0,66099.6,222508.08,604365.79,970733.15,1012668.52,3.0,40__3
TTE,Oils-Energy,Oil and Gas - Refining and Marketing,164,20,2,72887.85,134184.8,219590.7,232788.57,234108.36,234240.34,3.0,20__3
TTEC,Business Services,Technology Services,4,5,3,8545.5,8897.1,8976.21,8984.12,8984.91,8984.99,0.0,5__0
TTEK,Industrial Products,Pollution Control,29,15,3,15649.0,51699.0,63435.9,64609.59,64726.96,64738.7,0.0,15__0
TTMI,Computer and Technology,Electronics - Miscellaneous Components,1,0,3,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,2.0,0__2
TTWO,Consumer Discretionary,Gaming,3767,35,2,25071.0,110000.0,291889.78,543631.89,585731.29,589941.23,0.0,35__0
TU,Utilities,Diversified Communication Services,1,0,3,6520.0,6520.0,6520.0,6520.0,6520.0,6520.0,2.0,0__2
TUYA,Computer and Technology,Internet - Software,45,15,3,54422.0,69036.8,69840.68,69921.07,69929.11,69929.91,0.0,15__0
TVTX,Medical,Medical - Biomedical and Genetics,51,15,3,16200.0,32362.5,43736.25,44873.62,44987.36,44998.74,0.0,15__0
TW,Finance,Financial - Investment Bank,321,25,2,24975.0,181240.0,337656.0,372345.6,375814.56,376161.46,0.0,25__0
TWI,Industrial Products,Manufacturing - Farm Equipment,1,0,3,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,2.0,0__2
TWIN,Industrial Products,Manufacturing - General Industrial ,1,0,3,6125.0,6125.0,6125.0,6125.0,6125.0,6125.0,2.0,0__2
TWLO,Computer and Technology,Internet - Software,5729,40,2,26258.4,73990.2,237490.24,331904.37,367315.44,370856.54,0.0,40__0
TWO,Finance,REIT and Equity Trust,20,15,3,28000.4,63726.48,71764.85,72568.68,72649.07,72657.11,0.0,15__0
TWST,Medical,Medical - Biomedical and Genetics,56,15,3,20686.25,193500.0,356850.0,373185.0,374818.5,374981.85,0.0,15__0
TX,Basic Materials,Steel - Producers,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
TXG,Medical,Medical Info Systems,19,15,3,19217.0,37051.4,41064.14,41465.41,41505.54,41509.55,0.0,15__0
TXN,Computer and Technology,Semiconductor - General,7527,40,2,21151.5,55950.4,381399.0,1095379.6,1144330.96,1149226.1,3.0,40__3
TXNM,Oils-Energy,Alternative Energy - Other,6,10,3,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0,0.0,10__0
TXO,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,1,0,3,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,2.0,0__2
TXRH,Retail-Wholesale,Retail - Restaurants,569,30,2,21156.0,142733.04,665777.98,915198.6,940140.66,942634.87,0.0,30__0
TXT,Aerospace,Aerospace - Defense,53,15,3,19640.0,62868.88,84551.79,86720.08,86936.91,86958.59,0.0,15__0
TYL,Computer and Technology,Internet - Software and Services,87,20,2,19400.0,40187.0,78538.7,82373.87,82757.39,82795.74,0.0,20__0
TYRA,Medical,Medical - Biomedical and Genetics,10,10,3,236050.0,283210.0,293821.0,294882.1,294988.21,294998.82,2.0,10__2
TZOO,Retail-Wholesale,Internet - Commerce,4,5,3,5654.5,5770.9,5797.09,5799.71,5799.97,5800.0,0.0,5__0
U,Computer and Technology,Internet - Software,9676,40,2,21930.0,62126.25,216000.0,469528.4,1475000.84,1575548.08,3.0,40__3
UA,Consumer Discretionary,Textile - Apparel,3,5,3,8670.0,8694.0,8699.4,8699.94,8699.99,8700.0,0.0,5__0
UAA,Consumer Discretionary,Textile - Apparel,59,20,2,51095.2,210721.0,255117.1,259556.71,260000.67,260045.07,3.0,20__3
UAL,Transportation,Transportation - Airline,13954,40,2,26339.6,81906.45,582919.0,1434420.3,2236887.65,2319887.76,0.0,40__0
UAMY,Basic Materials,Mining - Non Ferrous,22,15,3,24522.75,30256.0,31465.6,31586.56,31598.66,31599.87,0.0,15__0
UAN,Basic Materials,Fertilizers,47,15,3,12818.4,22647.6,25520.76,25808.08,25836.81,25839.68,0.0,15__0
UBER,Computer and Technology,Internet - Services,30952,45,1,25748.1,73534.11,342178.2,905099.45,1268278.23,1313251.02,1.0,45__1
UBFO,Finance,Banks - West,1,0,3,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,0.0,0__0
UBS,Finance,Banks - Foreign,188,25,2,34488.25,119173.5,467896.06,534331.31,540974.83,541639.18,0.0,25__0
UCTT,Computer and Technology,Electronics - Manufacturing Machinery,15,10,3,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,0.0,10__0
UDMY,Computer and Technology,Internet - Software,27,15,3,58512.0,88308.0,96310.8,97111.08,97191.11,97199.11,0.0,15__0
UDR,Finance,REIT and Equity Trust - Residential,2,5,3,4978.0,4995.6,4999.56,4999.96,5000.0,5000.0,0.0,5__0
UEC,Basic Materials,Mining - Miscellaneous,195,25,2,70600.0,141454.0,237252.0,244585.2,245318.52,245391.85,2.0,25__2
UFPI,Construction,Building Products - Wood,4,5,3,17772.0,19154.4,19465.44,19496.54,19499.65,19499.97,3.0,5__3
UFPT,Industrial Products,Containers - Paper and Packaging,24,15,3,23294.5,36336.1,39633.61,39963.36,39996.34,39999.63,0.0,15__0
UGI,Utilities,Utility - Gas Distribution,14,10,3,9813.0,9906.6,9927.66,9929.77,9929.98,9930.0,0.0,10__0
UHAL,Transportation,Transportation - Services,2,5,3,11244.0,11544.8,11612.48,11619.25,11619.92,11619.99,0.0,5__0
UHS,Medical,Medical - Hospital,546,25,2,42045.0,862950.0,1220755.9,1534175.59,1565517.56,1568651.76,2.0,25__2
UIS,Computer and Technology,Computers - IT Services,4,5,3,4350.0,4470.0,4497.0,4499.7,4499.97,4500.0,0.0,5__0
UL,Consumer Staples,Consumer Products - Staples,65,20,2,29736.0,41750.6,42735.56,42834.06,42843.91,42844.89,0.0,20__0
ULCC,Transportation,Transportation - Airline,42,15,3,22173.0,113346.1,162345.61,167245.56,167735.56,167784.56,0.0,15__0
ULS,Business Services,Business - Services,17,10,3,58021.6,74090.72,77706.27,78067.83,78103.98,78107.6,0.0,10__0
ULTA,Retail-Wholesale,Retail - Miscellaneous,9105,40,2,22794.0,51244.8,205000.0,466342.93,519134.29,524413.43,3.0,40__3
UMAC,Business Services,Technology Services,79,20,2,15981.6,38715.42,82914.04,87333.9,87775.89,87820.09,0.0,20__0
UMBF,Finance,Banks - Midwest,1,0,3,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,2.0,0__2
UMC,Computer and Technology,Electronics - Semiconductors,23,15,3,44031.5,107400.0,123240.0,124824.0,124982.4,124998.24,0.0,15__0
UNF,Industrial Products,Uniform and Related,17,10,3,67200.0,71040.0,71904.0,71990.4,71999.04,71999.9,0.0,10__0
UNFI,Consumer Staples,Food - Miscellaneous,146,20,2,21681.5,34360.5,51623.13,54181.71,54437.57,54463.16,0.0,20__0
UNH,Medical,Medical - HMOs,82845,50,1,25900.0,69417.0,227750.22,561302.8,1454860.5,1578101.55,4.0,50__4
UNIT,Finance,REIT and Equity Trust - Other,12,10,3,10022.25,10728.45,10887.35,10903.23,10904.82,10904.98,0.0,10__0
UNM,Finance,Insurance - Accident and Health,58,20,2,46009.95,150890.3,205889.03,211388.9,211938.89,211993.89,3.0,20__3
UNP,Transportation,Transportation - Rail,1311,30,2,18175.0,60105.6,377895.0,574206.0,594720.6,596772.06,2.0,30__2
UPBD,Finance,Financial - Leasing Companies,3,5,3,4507.8,4511.16,4511.92,4511.99,4512.0,4512.0,0.0,5__0
UPS,Transportation,Transportation - Air Freight and Cargo,6987,40,2,20583.0,60084.84,255500.0,568569.33,847203.63,875067.06,3.0,40__3
UPST,Finance,Financial - Miscellaneous Services,27417,45,1,28200.0,83500.8,315344.0,994760.93,2313554.25,2688355.42,0.0,45__0
UPWK,Computer and Technology,Internet - Services,227,25,2,22118.0,55194.88,622140.0,746214.0,758621.4,759862.14,0.0,25__0
UPXI,Business Services,Technology Services,23,15,3,38950.0,41000.0,41000.0,41000.0,41000.0,41000.0,0.0,15__0
URBN,Retail-Wholesale,Retail - Apparel and Shoes,783,30,2,38354.4,188520.0,382448.96,519492.9,533197.29,534567.73,0.0,30__0
URGN,Medical,Medical - Biomedical and Genetics,475,25,2,15555.0,27640.2,111035.1,159603.51,164460.35,164946.04,0.0,25__0
URI,Construction,Building Products - Miscellaneous,3820,35,2,22461.0,63645.5,394828.15,2125495.49,2343029.55,2364782.95,2.0,35__2
UROY,Oils-Energy,Alternative Energy - Other,13,10,3,7464.0,8020.8,8146.08,8158.61,8159.86,8159.99,0.0,10__0
USAR,Basic Materials,Mining - Miscellaneous,414,25,2,17597.3,38061.0,47254.22,51010.62,51386.26,51423.83,0.0,25__0
USAU,Basic Materials,Mining - Gold,7,10,3,8685.0,8937.0,8993.7,8999.37,8999.94,8999.99,0.0,10__0
USB,Finance,Banks - Major Regional,945,30,2,28000.0,59967.0,199344.0,219734.4,221773.44,221977.34,2.0,30__2
USFD,Consumer Staples,Food - Miscellaneous,87,20,2,15908.6,50533.5,81125.85,84185.08,84491.01,84521.6,0.0,20__0
USLM,Construction,Building Products - Concrete and Aggregates,3,5,3,4098.2,4134.84,4143.08,4143.91,4143.99,4144.0,0.0,5__0
USM,Computer and Technology,Wireless National,12,10,3,46090.75,52046.15,53386.12,53520.11,53533.51,53534.85,0.0,10__0
USNA,Medical,Medical - Drugs,1,0,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.0,0__2
USPH,Medical,Medical - Outpatient and Home Healthcare,11,10,3,7895.0,7979.0,7997.9,7999.79,7999.98,8000.0,0.0,10__0
UTHR,Medical,Medical - Drugs,99,20,2,48510.0,201380.0,218138.0,219813.8,219981.38,219998.14,3.0,20__3
UTI,Consumer Discretionary,Schools,13,10,3,43637.2,49691.44,51053.64,51189.86,51203.49,51204.85,0.0,10__0
UTZ,Consumer Staples,Food - Miscellaneous,18,15,3,19300.0,20660.0,20966.0,20996.6,20999.66,20999.97,0.0,15__0
UUUU,Basic Materials,Mining - Non Ferrous,220,25,2,22014.5,82290.0,88876.88,89855.29,89953.13,89962.91,0.0,25__0
UVE,Finance,Insurance - Property and Casualty,4,5,3,12800.0,13760.0,13976.0,13997.6,13999.76,13999.98,0.0,5__0
UVV,Consumer Staples,Tobacco,12,10,3,10491.75,11026.35,11146.64,11158.66,11159.87,11159.99,0.0,10__0
UWMC,Finance,Financial - Mortgage & Related Services,71,20,2,32025.0,89800.0,143980.0,149398.0,149939.8,149993.98,0.0,20__0
V,Business Services,Financial Transaction Services,12773,40,2,22400.0,57608.32,289590.09,1016679.77,1096902.0,1096902.0,3.0,40__3
VAC,Consumer Discretionary,Leisure and Recreation Services,32,15,3,121475.0,534995.0,656499.5,668649.95,669865.0,669986.5,1.0,15__1
VAL,Oils-Energy,Oil and Gas - Drilling,219,25,2,22785.0,70124.16,98492.84,104387.08,104976.51,105035.45,0.0,25__0
VALE,Basic Materials,Mining - Iron,635,30,2,28572.0,61650.0,329631.66,348863.17,350786.32,350978.63,2.0,30__2
VATE,Conglomerates,Diversified Operations,1,0,3,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0.0,0__0
VC,Auto-Tires-Trucks,Automotive - Original Equipment,13,10,3,13406.0,16953.2,17751.32,17831.13,17839.11,17839.91,0.0,10__0
VCEL,Medical,Medical - Biomedical and Genetics,37,15,3,50472.0,54689.6,55868.96,55986.9,55998.69,55999.87,0.0,15__0
VCTR,Finance,Financial - Investment Management,6,10,3,8668.75,8953.75,9017.88,9024.29,9024.93,9024.99,0.0,10__0
VCYT,Medical,Medical - Instruments,42,15,3,13744.0,66691.6,96669.16,99666.92,99966.69,99996.67,0.0,15__0
VECO,Computer and Technology,Electronics - Manufacturing Machinery,21,15,3,34300.0,41132.0,42669.2,42822.92,42838.29,42839.83,0.0,15__0
VEEV,Medical,Medical Info Systems,1937,35,2,19868.0,43130.4,160840.83,209818.72,217744.37,218536.94,0.0,35__0
VEL,Finance,Financial - Mortgage & Related Services,4,5,3,20430.0,22842.0,23384.7,23438.97,23444.4,23444.94,3.0,5__3
VEON,Utilities,Diversified Communication Services,3,5,3,24750.0,26550.0,26955.0,26995.5,26999.55,26999.96,3.0,5__3
VERA,Medical,Medical - Biomedical and Genetics,238,25,2,38150.0,108591.0,1022250.0,1182225.0,1198222.5,1199822.25,2.0,25__2
VERI,Business Services,Technology Services,5,5,3,4340.0,4368.0,4374.3,4374.93,4374.99,4375.0,0.0,5__0
VERU,Medical,Medical - Products,30,15,3,10110.1,15179.04,17012.3,17195.63,17213.96,17215.8,0.0,15__0
VERV,Medical,Medical - Drugs,8,10,3,11990.5,12878.1,13077.81,13097.78,13099.78,13099.98,0.0,10__0
VERX,Computer and Technology,Internet - Software,42,15,3,16187.5,75040.0,95704.0,97770.4,97977.04,97997.7,0.0,15__0
VET,Oils-Energy,Oil and Gas - Exploration and Production - International,6,10,3,7700.0,7908.0,7954.8,7959.48,7959.95,7959.99,0.0,10__0
VFC,Consumer Discretionary,Textile - Apparel,1560,30,2,60818.2,277701.72,908748.9,1009282.86,1009928.29,1009992.83,0.0,30__0
VFS,Auto-Tires-Trucks,Automotive - Domestic,35,15,3,7601.7,9612.44,10418.44,10499.04,10507.1,10507.91,0.0,15__0
VG,Oils-Energy,Oil and Gas - Exploration and Production - United States,254,25,2,39736.5,171620.0,340064.49,371506.45,374650.64,374965.06,0.0,25__0
VIAV,Computer and Technology,Communication - Components,25,15,3,11645.0,43083.72,51960.67,52848.37,52937.14,52946.01,0.0,15__0
VICI,Finance,REIT and Equity Trust - Other,48,15,3,43340.75,79798.6,81752.86,81948.29,81967.83,81969.78,0.0,15__0
VICR,Computer and Technology,Electronics - Miscellaneous Components,318,25,2,23051.0,44839.27,195054.39,244505.44,249450.54,249945.05,0.0,25__0
VIK,Consumer Discretionary,Leisure and Recreation Services,83,20,2,119549.2,205200.0,308520.0,318852.0,319885.2,319988.52,3.0,20__3
VIPS,Computer and Technology,Internet - Delivery Services,150,20,2,22505.0,39444.65,50935.5,52343.55,52484.36,52498.44,0.0,20__0
VIR,Medical,Medical - Biomedical and Genetics,47,15,3,12000.0,34249.6,48424.96,49842.5,49984.25,49998.42,0.0,15__0
VIRC,Consumer Discretionary,Furniture,9,10,3,9760.0,9872.0,9897.2,9899.72,9899.97,9900.0,0.0,10__0
VIRT,Finance,Financial - Miscellaneous Services,51,15,3,16737.5,32417.5,32793.25,32830.82,32834.58,32834.96,0.0,15__0
