security,sector,industry,level_1,unusual_baseline,trade_value_category,number_of_trades
GPC,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0,565000.0,1. p999999_trade_value,1.0
GPCR,Medical,Medical - Biomedical and Genetics,0,,,
GPI,Retail-Wholesale,Automotive - Retail and Whole Sales,0,,,
GPN,Business Services,Financial Transaction Services,0,,,
GPOR,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
GPRE,Basic Materials,Chemical - Specialty,0,48000.0,1. p999999_trade_value,1.0
GPRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,5490.0,1. p999999_trade_value,1.0
GPRO,Consumer Discretionary,Audio Video Production,0,4980.0,1. p999999_trade_value,1.0
GRAB,Computer and Technology,Internet - Software,0,73840.0,5. p99_trade_value,5.0
GRAL,Medical,Medical - Biomedical and Genetics,0,93000.0,1. p999999_trade_value,1.0
GRBK,Finance,Real Estate - Development,0,11850.0,8. p75_trade_value,7.0
GRFS,Medical,Medical - Drugs,0,16887.0,7. p90_trade_value,2.0
GRMN,Computer and Technology,Electronics - Miscellaneous Products,0,166870.0,1. p999999_trade_value,1.0
GRND,Computer and Technology,Internet - Software,0,221680.00000000003,1. p999999_trade_value,1.0
GRPN,Retail-Wholesale,Internet - Commerce,0,223500.0,1. p999999_trade_value,1.0
GRRR,Business Services,Technology Services,0,,,
GRWG,Basic Materials,Agriculture - Products,0,5575.0,1. p999999_trade_value,1.0
GS,Finance,Financial - Investment Bank,0,,,
GSAT,Computer and Technology,Satellite and Communication,0,36600.0,6. p95_trade_value,7.0
GSHD,Finance,Insurance - Multi line,0,,,
GSK,Medical,Medical - Biomedical and Genetics,0,,,
GSL,Transportation,Transportation - Shipping,0,,,
GSM,Basic Materials,Mining - Miscellaneous,0,,,
GT,Auto-Tires-Trucks,Rubber - Tires,0,,,
GTES,Industrial Products,Manufacturing - General Industrial ,0,97500.0,1. p999999_trade_value,1.0
GTLB,Computer and Technology,Internet - Software,0,184090.0,4. p999_trade_value,3.0
GTLS,Industrial Products,Manufacturing - General Industrial ,0,18125.0,6. p95_trade_value,27.0
GTM,Computer and Technology,Internet - Software,0,,,
GTX,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
GVA,Construction,Building Products - Heavy Construction,0,21560.0,1. p999999_trade_value,1.0
GWRE,Computer and Technology,Internet - Software,0,,,
GWW,Industrial Products,Industrial Services,0,,,
GXO,Transportation,Transportation - Air Freight and Cargo,0,,,
H,Consumer Discretionary,Hotels and Motels,0,527874.9999999999,5. p99_trade_value,2.0
HAE,Medical,Medical - Products,0,960000.0,5. p99_trade_value,2.0
HAIN,Consumer Staples,Food - Miscellaneous,0,4860.0,1. p999999_trade_value,1.0
HAL,Oils-Energy,Oil and Gas - Field Services,0,73724.00000000001,5. p99_trade_value,9.0
HALO,Medical,Medical - Biomedical and Genetics,0,,,
HAS,Consumer Discretionary,Toys - Games - Hobbies,0,,,
HASI,Finance,Financial - Miscellaneous Services,0,7125.0,8. p75_trade_value,9.0
HAYW,Computer and Technology,Electronics - Miscellaneous Products,0,,,
HBAN,Finance,Banks - Midwest,0,,,
HBI,Consumer Discretionary,Textile - Apparel,0,,,
HBM,Basic Materials,Mining - Miscellaneous,0,,,
HCA,Medical,Medical - Hospital,0,472553.00000000006,4. p999_trade_value,3.0
HCAT,Medical,Medical Info Systems,0,45350.0,8. p75_trade_value,2.0
HCC,Oils-Energy,Coal,0,169980.0,1. p999999_trade_value,1.0
HCI,Finance,Insurance - Property and Casualty,0,10784.0,8. p75_trade_value,2.0
HCM,Medical,Medical - Biomedical and Genetics,0,5500.0,1. p999999_trade_value,1.0
HCSG,Business Services,Business - Services,0,,,
HD,Retail-Wholesale,Retail - Home Furnishings,0,,,
HDB,Finance,Banks - Foreign,0,240000.0,1. p999999_trade_value,1.0
HE,Utilities,Utility - Electric Power,0,18000.0,6. p95_trade_value,4.0
HEI,Aerospace,Aerospace - Defense Equipment,0,,,
HELE,Consumer Staples,Cosmetics,0,138000.0,1. p999999_trade_value,1.0
HES,Oils-Energy,Oil and Gas - Integrated - United States,0,,,
HESM,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,0,,,
HGV,Consumer Discretionary,Hotels and Motels,0,10150.0,8. p75_trade_value,4.0
HHH,Finance,Real Estate - Development,0,91908.0,1. p999999_trade_value,1.0
HIG,Finance,Insurance - Property and Casualty,0,16500.0,6. p95_trade_value,6.0
HII,Aerospace,Aerospace - Defense,0,22000.000000000004,6. p95_trade_value,7.0
HIMS,Medical,Medical Info Systems,0,,,
HIMX,Computer and Technology,Electronics - Semiconductors,0,,,
HIPO,Finance,Insurance - Multi line,0,22000.000000000004,6. p95_trade_value,2.0
HITI,Medical,Medical - Products,0,,,
HIVE,Finance,Financial - Miscellaneous Services,0,93709.0,1. p999999_trade_value,1.0
HIW,Finance,REIT and Equity Trust - Other,0,,,
HL,Basic Materials,Mining - Silver,0,92000.0,1. p999999_trade_value,1.0
HLF,Retail-Wholesale,Retail - Pharmacies and Drug Stores,0,120000.0,1. p999999_trade_value,2.0
HLI,Finance,Financial - Miscellaneous Services,0,,,
HLIT,Computer and Technology,Communication - Components,0,,,
HLNE,Finance,Financial - Investment Management,0,,,
HLT,Consumer Discretionary,Hotels and Motels,0,,,
HLX,Oils-Energy,Oil and Gas - Field Services,0,45400.0,1. p999999_trade_value,1.0
HMC,Auto-Tires-Trucks,Automotive - Foreign,0,20460.0,1. p999999_trade_value,1.0
HMY,Basic Materials,Mining - Gold,0,23320.0,7. p90_trade_value,10.0
HNGE,Medical,Medical Info Systems,0,4680.0,8. p75_trade_value,2.0
HNRG,Oils-Energy,Alternative Energy - Other,0,49335.0,6. p95_trade_value,7.0
HNST,Consumer Discretionary,Consumer Products - Discretionary,0,,,
HOG,Auto-Tires-Trucks,Automotive - Domestic,0,15300.0,7. p90_trade_value,33.0
HOLO,Business Services,Technology Services,0,,,
HOLX,Medical,Medical - Instruments,0,228000.0,5. p99_trade_value,2.0
HON,Conglomerates,Diversified Operations,0,,,
HOOD,Finance,Financial - Investment Bank,0,,,
HOUS,Finance,Real Estate - Operations,0,5000.0,1. p999999_trade_value,2.0
HOWL,Medical,Medical - Biomedical and Genetics,0,,,
HP,Oils-Energy,Oil and Gas - Drilling,0,700000.0,1. p999999_trade_value,1.0
HPE,Computer and Technology,Computer - Integrated Systems,0,235000.0,4. p999_trade_value,2.0
HPK,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
HPP,Finance,REIT and Equity Trust - Other,0,8091.0,8. p75_trade_value,2.0
HPQ,Computer and Technology,Computer - Micro Computers,0,,,
HQY,Medical,Medical Services,0,80000.0,1. p999999_trade_value,1.0
HR,Finance,REIT and Equity Trust - Other,0,,,
HRB,Consumer Discretionary,Consumer Services - Miscellaneous,0,19250.0,1. p999999_trade_value,2.0
HRI,Transportation,Transportation - Equipment and Leasing,0,,,
HRL,Consumer Staples,Food - Meat Products,0,6800.0,8. p75_trade_value,21.0
HRMY,Medical,Medical - Biomedical and Genetics,0,,,
HROW,Medical,Medical - Drugs,0,,,
HRTG,Finance,Insurance - Property and Casualty,0,10800.0,8. p75_trade_value,4.0
HRTX,Medical,Medical - Drugs,0,5000.0,1. p999999_trade_value,1.0
HSAI,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
HSBC,Finance,Banks - Foreign,0,40365.0,5. p99_trade_value,2.0
HSIC,Medical,Medical - Dental Supplies,0,,,
HST,Finance,REIT and Equity Trust - Other,0,,,
HSY,Consumer Staples,Food - Confectionery,0,30000.0,6. p95_trade_value,74.0
HTGC,Finance,Financial - SBIC & Commercial Industry,0,,,
HTHT,Consumer Discretionary,Hotels and Motels,0,,,
HTZ,Transportation,Transportation - Services,0,,,
HUBB,Industrial Products,Manufacturing - Electrical Utilities ,0,235000.0,5. p99_trade_value,3.0
HUBS,Computer and Technology,Internet - Software,0,,,
HUM,Medical,Medical - HMOs,0,,,
HUMA,Medical,Medical - Biomedical and Genetics,0,,,
HUN,Basic Materials,Chemical - Diversified ,0,,,
HURN,Business Services,Consulting Services,0,12980.000000000002,8. p75_trade_value,9.0
HUSA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,,,
HUT,Finance,Financial - Miscellaneous Services,0,186138.0,4. p999_trade_value,3.0
HUYA,Computer and Technology,Internet - Software and Services,0,,,
HWC,Finance,Banks - Southeast,0,,,
HWKN,Basic Materials,Chemical - Specialty,0,3850.0,1. p999999_trade_value,1.0
HWM,Aerospace,Aerospace - Defense,0,400500.0,4. p999_trade_value,2.0
HXL,Aerospace,Aerospace - Defense Equipment,0,,,
HYLN,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
HYMC,Basic Materials,Mining - Miscellaneous,0,,,
HYPR,Medical,Medical - Instruments,0,,,
HZO,Retail-Wholesale,Retail - Miscellaneous,0,10800.0,1. p999999_trade_value,1.0
IAC,Conglomerates,Diversified Operations,0,,,
IAG,Basic Materials,Mining - Gold,0,,,
IART,Medical,Medical - Instruments,0,,,
IAS,Business Services,Advertising and Marketing,0,6000.0,8. p75_trade_value,2.0
IBKR,Finance,Financial - Investment Bank,0,501830.0,1. p999999_trade_value,1.0
IBM,Computer and Technology,Computer - Integrated Systems,0,285417.0,4. p999_trade_value,15.0
IBN,Finance,Banks - Foreign,0,,,
IBP,Construction,Building Products - Miscellaneous,0,,,
IBRX,Medical,Medical - Biomedical and Genetics,0,,,
IBTA,Business Services,Technology Services,0,386750.0,1. p999999_trade_value,1.0
ICAD,Computer and Technology,Computer - Software,0,,,
ICE,Finance,Securities and Exchanges,0,454279.99999999994,1. p999999_trade_value,1.0
ICFI,Business Services,Government Services,0,,,
ICHR,Computer and Technology,Electronics - Semiconductors,0,17290.0,8. p75_trade_value,2.0
ICL,Basic Materials,Fertilizers,0,,,
ICLR,Medical,Medical Services,0,766800.0,1. p999999_trade_value,1.0
ICUI,Medical,Medical - Products,0,,,
IDA,Utilities,Utility - Electric Power,0,4200.0,1. p999999_trade_value,1.0
IDCC,Computer and Technology,Wireless Equipment,0,19250.0,5. p99_trade_value,2.0
IDN,Industrial Products,Security and Safety Services,0,4080.0000000000005,1. p999999_trade_value,1.0
IDR,Basic Materials,Mining - Gold,0,,,
IDT,Utilities,Diversified Communication Services,0,,,
IDXX,Medical,Medical - Instruments,0,577395.0,1. p999999_trade_value,1.0
IDYA,Medical,Medical - Biomedical and Genetics,0,,,
IEP,Conglomerates,Diversified Operations,0,160000.0,1. p999999_trade_value,1.0
IESC,Computer and Technology,Electronics - Miscellaneous Services,0,126000.0,5. p99_trade_value,5.0
IEX,Industrial Products,Manufacturing - General Industrial ,0,,,
IFF,Basic Materials,Chemical - Specialty,0,,,
IFRX,Medical,Medical - Biomedical and Genetics,0,,,
IGMS,Medical,Medical - Biomedical and Genetics,0,6500.0,1. p999999_trade_value,1.0
IGT,Consumer Discretionary,Gaming,0,156000.0,1. p999999_trade_value,1.0
IHRT,Consumer Discretionary,Broadcast Radio and Television,0,,,
IIIN,Industrial Products,Wire and Cable Products,0,4250.0,1. p999999_trade_value,1.0
IIIV,Computer and Technology,Internet - Software,0,,,
IIPR,Finance,REIT and Equity Trust - Other,0,36815.0,1. p999999_trade_value,1.0
ILMN,Medical,Medical - Biomedical and Genetics,0,,,
IMAX,Consumer Discretionary,Film and Television Production and Distribution,0,10764.0,8. p75_trade_value,3.0
IMCR,Medical,Medical - Biomedical and Genetics,0,,,
IMKTA,Retail-Wholesale,Retail - Supermarkets,0,,,
IMMR,Computer and Technology,Computer - Peripheral Equipment,0,,,
IMNM,Medical,Medical - Biomedical and Genetics,0,,,
IMO,Oils-Energy,Oil and Gas - Integrated - Canadian,0,,,
IMPP,Transportation,Transportation - Shipping,0,,,
IMTX,Medical,Medical - Biomedical and Genetics,0,50000.0,1. p999999_trade_value,1.0
IMUX,Medical,Medical - Biomedical and Genetics,0,,,
IMVT,Medical,Medical - Biomedical and Genetics,0,363636.0,1. p999999_trade_value,1.0
IMXI,Business Services,Financial Transaction Services,0,,,
INBK,Finance,Banks - Northeast,0,,,
INBX,Medical,Medical - Biomedical and Genetics,0,8825.0,1. p999999_trade_value,1.0
INCY,Medical,Medical - Biomedical and Genetics,0,250000.0,1. p999999_trade_value,1.0
INDI,Computer and Technology,Electronics - Semiconductors,0,,,
INDV,Medical,Medical - Drugs,0,,,
INFA,Computer and Technology,Internet - Software,0,,,
INFY,Computer and Technology,Computers - IT Services,0,,,
ING,Finance,Banks - Foreign,0,,,
INGM,Business Services,Technology Services,0,,,
INGR,Consumer Staples,Food - Miscellaneous,0,,,
INMB,Medical,Medical - Biomedical and Genetics,0,,,
INMD,Medical,Medical - Products,0,,,
INOD,Computer and Technology,Computer - Services,0,,,
INSE,Business Services,Technology Services,0,,,
INSG,Computer and Technology,Internet - Software,0,,,
INSM,Medical,Medical - Biomedical and Genetics,0,,,
INSP,Medical,Medical Info Systems,0,91680.0,5. p99_trade_value,7.0
INSW,Transportation,Transportation - Shipping,0,10000.0,8. p75_trade_value,9.0
INTA,Computer and Technology,Internet - Software,0,,,
INTC,Computer and Technology,Semiconductor - General,0,,,
INTT,Computer and Technology,Electronics - Measuring Instruments,0,,,
INTU,Computer and Technology,Computer - Software,0,,,
INVA,Medical,Large Cap Pharmaceuticals,0,,,
INVH,Finance,REIT and Equity Trust - Residential,0,,,
INVZ,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
INZY,Medical,Medical - Biomedical and Genetics,0,,,
IONQ,Computer and Technology,Computer - Integrated Systems,0,,,
IONS,Medical,Medical - Drugs,0,,,
IOT,Computer and Technology,Internet - Software,0,804160.0,4. p999_trade_value,3.0
IOVA,Medical,Medical - Biomedical and Genetics,0,22750.0,6. p95_trade_value,46.0
IP,Basic Materials,Paper and Related Products,0,,,
IPG,Business Services,Advertising and Marketing,0,,,
IPGP,Computer and Technology,Lasers Systems and Components,0,,,
IPI,Basic Materials,Fertilizers,0,,,
IQ,Computer and Technology,Internet - Services,0,,,
IQV,Medical,Medical - Instruments,0,360400.0,5. p99_trade_value,5.0
IR,Industrial Products,Manufacturing - General Industrial ,0,31500.0,6. p95_trade_value,13.0
IRBT,Industrial Products,Industrial Automation and Robotics,0,,,
IRD,Medical,Medical - Biomedical and Genetics,0,,,
IRDM,Computer and Technology,Satellite and Communication,0,,,
IREN,Finance,Financial - Miscellaneous Services,0,,,
IRM,Business Services,Business - Information Services,0,276675.0,1. p999999_trade_value,1.0
IRON,Medical,Medical - Biomedical and Genetics,0,,,
IRTC,Medical,Medical Info Systems,0,90000.0,5. p99_trade_value,2.0
ISPO,Consumer Discretionary,Leisure and Recreation Services,0,,,
ISRG,Medical,Medical - Instruments,0,,,
ISSC,Aerospace,Aerospace - Defense Equipment,0,,,
IT,Business Services,Consulting Services,0,,,
ITGR,Medical,Medical - Instruments,0,6800.0,8. p75_trade_value,2.0
ITOS,Medical,Medical - Biomedical and Genetics,0,,,
ITP,Basic Materials,Paper and Related Products,0,,,
ITRI,Computer and Technology,Electronics - Testing Equipment,0,13000.0,1. p999999_trade_value,1.0
ITRN,Industrial Products,Security and Safety Services,0,6000.0,1. p999999_trade_value,1.0
ITT,Conglomerates,Diversified Operations,0,448000.0,1. p999999_trade_value,1.0
ITUB,Finance,Banks - Foreign,0,7030.0,8. p75_trade_value,2.0
ITW,Industrial Products,Manufacturing - General Industrial ,0,,,
IVVD,Medical,Medical - Biomedical and Genetics,0,,,
IVZ,Finance,Financial - Investment Management,0,,,
J,Business Services,Technology Services,0,,,
JACK,Retail-Wholesale,Retail - Restaurants,0,8640.0,8. p75_trade_value,40.0
JAKK,Consumer Discretionary,Toys - Games - Hobbies,0,3500.0,1. p999999_trade_value,1.0
JAMF,Business Services,Technology Services,0,,,
JANX,Medical,Medical - Biomedical and Genetics,0,,,
JAZZ,Medical,Medical - Biomedical and Genetics,0,,,
JBHT,Transportation,Transportation - Truck,0,585000.0,1. p999999_trade_value,1.0
JBL,Computer and Technology,Electronics - Manufacturing Services,0,449000.0,4. p999_trade_value,2.0
JBLU,Transportation,Transportation - Airline,0,,,
JBTM,Business Services,Technology Services,0,,,
JCI,Construction,Building Products - Wood,0,,,
JD,Retail-Wholesale,Internet - Commerce,0,,,
JEF,Finance,Financial - Miscellaneous Services,0,56100.0,1. p999999_trade_value,1.0
JELD,Construction,Building Products - Wood,0,,,
JHX,Construction,Building Products - Miscellaneous,0,14800.0,8. p75_trade_value,3.0
JJSF,Consumer Staples,Food - Miscellaneous,0,55000.0,1. p999999_trade_value,1.0
JKHY,Computer and Technology,Computers - IT Services,0,4248.0,8. p75_trade_value,5.0
JKS,Oils-Energy,Solar,0,,,
JLL,Finance,Real Estate - Operations,0,13330.000000000002,8. p75_trade_value,15.0
JMIA,Retail-Wholesale,Internet - Commerce,0,,,
JNJ,Medical,Large Cap Pharmaceuticals,0,344999.99999999994,4. p999_trade_value,7.0
JNPR,Computer and Technology,Wireless Equipment,0,391995.0,5. p99_trade_value,3.0
JOBY,Transportation,Transportation - Airline,0,171100.0,1. p999999_trade_value,1.0
JOE,Finance,Real Estate - Development,0,,,
JOYY,Computer and Technology,Internet - Services,0,5000.0,8. p75_trade_value,2.0
JPM,Finance,Financial - Investment Bank,0,,,
JSPR,Medical,Medical - Biomedical and Genetics,0,300000.0,1. p999999_trade_value,1.0
JXN,Finance,Insurance - Life Insurance,0,21000.0,7. p90_trade_value,11.0
K,Consumer Discretionary,Consumer Products - Discretionary,0,,,
KAI,Industrial Products,Manufacturing - General Industrial ,0,,,
KALU,Industrial Products,Metal Products - Procurement and Fabrication,0,,,
KALV,Medical,Medical - Drugs,0,74000.0,1. p999999_trade_value,1.0
KAR,Auto-Tires-Trucks,Automotive - Original Equipment,0,3900.0,1. p999999_trade_value,1.0
KB,Finance,Banks - Foreign,0,3444.9999999999995,4. p999_trade_value,1.0
KBH,Construction,Building Products - Home Builders,0,18500.0,6. p95_trade_value,38.0
KBR,Construction,Engineering - R and D Services,0,12599.999999999998,8. p75_trade_value,18.0
KC,Computer and Technology,Internet - Software,0,,,
KD,Business Services,Technology Services,0,,,
KDP,Consumer Staples,Beverages - Soft drinks,0,,,
KEX,Transportation,Transportation - Shipping,0,34980.0,7. p90_trade_value,3.0
KEY,Finance,Banks - Major Regional,0,340000.00000000006,5. p99_trade_value,3.0
KEYS,Computer and Technology,Electronics - Measuring Instruments,0,270000.0,1. p999999_trade_value,1.0
KFY,Business Services,Staffing Firms,0,12500.0,1. p999999_trade_value,1.0
KGC,Basic Materials,Mining - Gold,0,,,
KGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,0,14500.0,1. p999999_trade_value,1.0
KHC,Consumer Staples,Food - Miscellaneous,0,100000.0,4. p999_trade_value,2.0
KIDZ,Business Services,Technology Services,0,,,
KIM,Finance,REIT and Equity Trust - Retail,0,90200.0,1. p999999_trade_value,1.0
KIND,Computer and Technology,Internet - Software,0,,,
KINS,Finance,Insurance - Property and Casualty,0,7800.0,8. p75_trade_value,3.0
KKR,Finance,Financial - Investment Management,0,325863.0,4. p999_trade_value,4.0
KLAC,Computer and Technology,Electronics - Miscellaneous Products,0,,,
KLC,Consumer Discretionary,Schools,0,,,
KLG,Consumer Staples,Consumer Products - Staples,0,12100.000000000002,1. p999999_trade_value,2.0
KLIC,Computer and Technology,Electronics - Manufacturing Machinery,0,,,
KLXE,Oils-Energy,Oil and Gas - Field Services,0,7475.0,1. p999999_trade_value,2.0
KMB,Consumer Staples,Consumer Products - Staples,0,,,
KMI,Oils-Energy,Oil and Gas - Production and Pipelines,0,161000.00000000003,1. p999999_trade_value,1.0
